Geneid,ABA_total_RNA_seq_Rep1,ABA_total_RNA_seq_Rep2,CK_total_RNA_seq_Rep1,CK_total_RNA_seq_Rep2,CS_Leaf_total_RNA_seq_Rep1,CS_Leaf_total_RNA_seq_Rep2,CS_Spikelet_Feekes10_total_RNA_seq_Rep1,CS_Spikelet_Feekes10_total_RNA_seq_Rep2,MeJA_total_RNA_seq_Rep1,MeJA_total_RNA_seq_Rep2,SA_total_RNA_seq_Rep1,SA_total_RNA_seq_Rep2
TraesCS7A03G0181200,4,0,9,0,0,17,26,46,7,4,5,10
TraesCS7A03G0219200,1,9,40,42,35,20,2,0,13,22,29,19
TraesCS7A03G0225800,51,59,149,16,75,133,119,271,65,62,118,84
TraesCS7A03G0225900,0,0,10,0,1,3,235,357,3,4,10,37
TraesCS7A03G0241300,329,353,574,217,326,658,877,1322,366,518,625,1000
TraesCS7A03G0242700,1,0,1,0,2,5,146,229,5,2,5,20
TraesCS7A03G0244800,19,4,130,6,5,20,1,1,31,9,84,10
TraesCS7A03G0244900,11,11,75,4,3,13,2,0,16,35,40,17
TraesCS7A03G0245000,365,219,685,126,87,304,1,2,384,181,616,287
TraesCS7A03G0245700,139,41,420,111,110,179,7,12,87,159,314,143
TraesCS7A03G0261700,26,20,58,20,93,32,116,224,37,42,31,294
TraesCS7A03G0263100,196,506,372,289,362,291,381,683,175,547,413,1589
TraesCS7A03G0263200,6,3,21,5,1,1,1,1,7,2,25,21
TraesCS7A03G0263500,44,74,47,28,88,104,300,523,23,94,32,251
TraesCS7A03G0263700,208,103,407,64,70,137,9,15,280,193,432,410
TraesCS7A03G0263800,84,126,162,251,163,168,297,521,68,170,101,994
TraesCS7A03G0297800,11,8,33,6,4,16,21,21,16,8,19,17
TraesCS7A03G0312200,168,106,264,44,29,110,38,52,166,73,229,174
TraesCS7A03G0526500,121,133,503,17,6,31,3,6,556,164,401,179
TraesCS7A03G0552700,3,0,0,0,1,0,49,131,0,0,1,108
TraesCS7A03G0622500,1,0,4,2,1,0,33,40,1,6,0,10
TraesCS7A03G0622600,2,4,1,1,0,0,15,22,3,0,0,2
TraesCS7A03G0820800,1,0,9,1,1,1,4,1,43,0,9,0
TraesCS7A03G0825500,57,46,43,13,28,32,365,662,33,12,165,254
TraesCS7A03G0910600,9,11,11,8,5,5,7,12,5,17,12,9
TraesCS7A03G0968000,0,0,0,0,0,0,1,0,0,0,0,0
TraesCS7A03G0968300,51,22,144,25,15,23,64,136,73,52,110,120
TraesCS7A03G1000200,23,9,57,6,0,4,15,18,25,3,59,22
TraesCS7A03G1009500,62,44,20,17,11,28,87,154,12,9,36,90
TraesCS7A03G1017800,30,43,87,19,22,70,47,76,38,34,43,66
TraesCS7A03G1022700,0,0,1,0,0,0,5,0,0,0,0,0
TraesCS7A03G1066000,11,2,13,7,6,10,47,107,5,13,24,30
TraesCS7A03G1066400,73,74,156,12,21,140,4,9,77,45,110,73
TraesCS7A03G1080200,1,0,0,0,0,0,2,1,0,0,0,0
TraesCS7A03G1126000,57,57,108,27,43,43,188,300,25,76,80,181
TraesCS7A03G1127900,218,267,244,114,226,341,207,330,174,249,307,481
TraesCS7A03G1128000,53,59,117,54,28,80,112,274,76,65,116,130
TraesCS7A03G1144600,8,6,1,7,1,4,27,36,2,7,3,32
TraesCS7A03G1158000,0,0,0,0,0,0,2,0,0,1,0,1
TraesCS7A03G1192000,0,0,0,0,0,0,0,1,0,0,0,0
TraesCS7A03G1210700,12,20,17,0,3,2,87,232,5,5,13,23
TraesCS7A03G1212700,177,245,161,55,95,194,734,1395,112,120,175,575
TraesCS7A03G1246100,0,0,0,0,0,0,1,0,0,0,0,0
TraesCS7A03G1246400,0,0,0,0,0,2,47,96,0,0,0,24
TraesCS7A03G1275000,83,274,200,32,42,281,4,8,140,143,134,128
TraesCS7A03G1281500,89,30,84,10,4,7,451,863,69,23,269,533
TraesCS7A03G1282200,28,8,24,36,13,0,6,6,25,13,48,99
TraesCS7A03G1282300,0,0,4,0,0,0,2,0,2,0,0,2
TraesCS7A03G1290600,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS7A03G1290900,0,0,0,0,0,0,0,1,0,0,0,0
TraesCS7A03G1300200,0,0,0,0,0,0,2,1,0,0,0,0
TraesCS7A03G1303400,0,0,0,0,0,0,105,28,0,0,0,0
TraesCS7A03G1303600,0,0,0,0,0,0,160,5,0,0,0,6
TraesCS7A03G1303800,8,11,16,14,18,13,1,0,18,65,39,7
TraesCS7A03G1304000,0,0,0,0,0,0,1,0,0,0,0,0
TraesCS7A03G1311900,0,0,0,0,0,0,1,0,0,0,0,0
TraesCS7A03G1312700,0,0,0,0,0,0,1,0,0,0,0,0
TraesCS7A03G1312800,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS7A03G1315500,0,1,0,7,0,9,1,1,2,1,0,5
TraesCS7A03G1317100,0,7,0,0,0,5,2,0,0,0,0,32
TraesCS7A03G1341600,181,232,505,183,332,677,9,19,264,337,457,420
TraesCS7A03G1347100,34,33,38,5,8,24,169,147,44,27,34,195
TraesCS7A03G1347200,0,0,0,0,0,0,5,0,0,0,0,0
TraesCS7A03G1348100,0,0,0,0,0,0,2,1,0,0,0,0
TraesCS7A03G1350200,0,0,0,0,0,0,2,0,0,0,0,0
TraesCS7A03G1350300,6,0,2,0,1,0,524,739,3,0,6,382
TraesCS7A03G1359000,380,893,638,1121,561,806,445,695,421,1175,659,2138
TraesCS7A03G1368200,56,33,78,18,25,71,120,293,55,88,89,127
TraesCS7A03G1368300,43,56,74,28,25,61,144,310,48,43,76,133
TraesCS7A03G1369500,2,2,2,3,1,0,3,3,2,3,4,1
TraesCS7A03G1370300,40,13,94,17,67,316,291,620,61,37,69,136
TraesCS7A03G1370400,6,1,10,3,6,17,41,52,12,5,13,28
TraesCS7A03G1371400,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS7A03G1371800,0,0,0,0,0,0,10,6,0,0,0,14
TraesCS7A03G1372400,0,7,11,1,8,0,257,412,3,2,20,498
TraesCS7A03G1372700,0,0,0,0,0,0,2,0,0,0,0,0
TraesCS7A03G1375300,0,0,2,0,0,0,6,2,1,4,3,0
TraesCS7A03G1383800,138,123,98,50,62,89,809,1497,45,161,86,492
TraesCS7A03G1384100,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS7A03G1384400,0,0,0,0,0,2,0,3,0,0,0,1
TraesCS7A03G1385000,5,42,9,7,18,15,151,222,4,21,13,92
TraesCS7A03G1385900,0,0,0,0,0,0,1,0,0,0,0,0
TraesCS7A03G1386200,6,2,3,2,0,0,381,1037,1,7,1,67
TraesCS7A03G1387100,76,67,202,25,57,109,164,414,90,84,143,152
TraesCS7A03G1387200,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS7A03G1387400,0,0,48,0,0,0,3,0,5,0,166,519
TraesCS7A03G1388000,139,211,140,159,274,191,94,120,50,183,143,344
TraesCS7B03G0004700,520,482,1180,133,295,384,229,330,606,701,989,791
TraesCS7B03G0006500,0,0,0,0,0,0,3,6,0,0,0,0
TraesCS7B03G0006700,0,0,2,0,0,0,7,10,1,1,1,5
TraesCS7B03G0013500,13,10,9,5,4,5,43,59,6,9,10,21
TraesCS7B03G0020300,0,0,0,8,6,2,5,12,0,0,0,30
TraesCS7B03G0020400,181,190,231,123,203,180,212,326,131,268,247,593
TraesCS7B03G0020700,0,0,0,2,0,0,2,1,0,0,0,0
TraesCS7B03G0020800,60,93,72,25,38,76,23,17,48,112,92,184
TraesCS7B03G0020900,134,171,283,93,113,85,368,631,134,159,224,383
TraesCS7B03G0021400,4,6,3,0,0,13,0,0,4,1,5,10
TraesCS7B03G0021800,0,2,15,1,0,3,5,9,2,4,6,17
TraesCS7B03G0033000,31,22,187,35,3,16,11,4,181,50,145,78
TraesCS7B03G0042200,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS7B03G0046100,0,0,0,0,0,0,2,1,0,0,0,8
TraesCS7B03G0066900,13,16,11,4,8,3,5,7,7,20,9,21
TraesCS7B03G0067100,0,0,4,1,0,2,5,1,4,0,0,0
TraesCS7B03G0067300,2,0,13,0,0,0,3,5,10,1,21,3
TraesCS7B03G0067400,21,21,33,7,23,44,51,58,25,8,32,46
TraesCS7B03G0152700,3,9,32,0,1,2,44,26,18,6,59,20
TraesCS7B03G0193600,169,195,308,47,101,189,206,478,125,190,251,414
TraesCS7B03G0255200,96,232,200,101,136,156,72,82,110,321,169,261
TraesCS7B03G0274800,0,0,0,0,0,0,4,0,0,0,0,0
TraesCS7B03G0345700,1,1,2,0,0,0,1,2,1,0,1,0
TraesCS7B03G0370400,0,0,0,0,0,0,50,137,0,0,1,71
TraesCS7B03G0444300,20,38,41,21,36,46,46,104,19,82,52,95
TraesCS7B03G0683900,26,17,17,11,16,7,205,336,12,29,39,124
TraesCS7B03G0734500,100,100,165,34,82,122,195,404,104,98,155,180
TraesCS7B03G0803900,70,105,215,62,37,74,70,290,119,130,213,254
TraesCS7B03G0850400,15,145,15,68,63,6,66,152,11,199,16,189
TraesCS7B03G0859300,7,9,24,5,6,17,20,26,16,17,22,29
TraesCS7B03G0859400,13,14,21,4,4,33,19,30,21,25,27,43
TraesCS7B03G0863700,0,0,0,0,0,0,3,1,0,0,0,0
TraesCS7B03G0866100,10,3,31,5,15,18,9,14,14,7,28,29
TraesCS7B03G0867800,30,37,86,29,37,88,39,58,48,47,73,122
TraesCS7B03G0872500,1,0,4,0,5,15,114,127,1,1,1,71
TraesCS7B03G0895800,5,8,11,4,6,20,22,23,2,1,7,25
TraesCS7B03G0910300,9,4,7,2,5,3,75,174,4,7,7,24
TraesCS7B03G0910400,221,195,328,150,174,282,115,128,194,360,306,314
TraesCS7B03G0912000,8,0,3,0,0,0,9,16,7,21,3,4
TraesCS7B03G0925400,234,198,520,39,90,212,40,61,304,216,350,322
TraesCS7B03G0933200,0,0,0,0,0,0,5,2,0,0,0,0
TraesCS7B03G0940600,4,2,8,12,8,0,16,52,7,17,9,80
TraesCS7B03G0947800,8,3,4,1,4,21,190,373,2,10,12,97
TraesCS7B03G0980200,108,154,209,78,95,93,333,670,96,107,167,479
TraesCS7B03G0981400,807,454,588,254,577,881,159,300,486,615,868,721
TraesCS7B03G0981500,2,0,1,0,3,9,4,1,6,0,4,1
TraesCS7B03G1024100,2,2,9,0,2,0,4,2,0,1,8,6
TraesCS7B03G1059200,181,269,338,105,110,252,398,771,190,322,274,470
TraesCS7B03G1075600,77,64,163,42,29,51,117,250,81,99,165,295
TraesCS7B03G1075900,157,132,302,63,64,118,266,472,163,204,269,601
TraesCS7B03G1092000,0,0,1,1,0,0,1,0,0,0,0,2
TraesCS7B03G1092100,4,21,8,16,9,25,0,1,23,34,33,176
TraesCS7B03G1094100,155,287,219,55,63,113,776,1353,212,240,237,531
TraesCS7B03G1121600,0,0,0,0,0,0,4,0,0,0,0,0
TraesCS7B03G1136200,0,0,0,0,0,0,0,4,0,0,0,12
TraesCS7B03G1140800,0,0,0,0,0,0,0,1,0,0,0,0
TraesCS7B03G1150200,0,0,0,0,0,0,3,11,0,0,0,0
TraesCS7B03G1151600,0,0,0,0,0,0,0,3,0,0,0,0
TraesCS7B03G1157400,0,0,0,0,0,0,34,38,0,1,1,7
TraesCS7B03G1157700,0,0,0,0,0,0,2,1,0,0,0,0
TraesCS7B03G1158300,0,4,1,0,0,0,0,0,0,7,3,4
TraesCS7B03G1160400,0,0,0,0,0,0,1,1,0,0,0,0
TraesCS7B03G1161500,0,0,1,0,0,0,1,1,0,2,0,4
TraesCS7B03G1167600,0,0,1,0,0,0,3,2,0,0,0,0
TraesCS7B03G1184500,257,806,759,382,560,1263,258,348,355,932,886,1656
TraesCS7B03G1184600,177,271,304,209,134,394,47,60,232,443,475,685
TraesCS7B03G1192600,562,1187,795,655,664,1077,6,1,468,1237,944,1541
TraesCS7B03G1192700,1413,2849,2909,908,988,1717,5,8,1513,2107,2718,2452
TraesCS7B03G1212700,51,66,135,65,17,89,119,199,75,70,138,190
TraesCS7B03G1218300,55,69,99,31,53,117,173,306,46,53,56,138
TraesCS7B03G1219100,101,147,113,50,42,100,114,231,71,80,98,164
TraesCS7B03G1222200,0,0,1,0,0,0,3,0,1,0,0,0
TraesCS7B03G1222700,0,0,0,0,0,0,3,3,0,1,0,0
TraesCS7B03G1223100,0,0,0,0,0,0,2,0,0,0,0,0
TraesCS7B03G1223200,0,0,1,0,0,0,2,2,0,0,0,0
TraesCS7B03G1224000,0,4,3,0,1,0,73,61,3,5,3,11
TraesCS7B03G1224600,9,10,36,44,9,4,422,87,12,77,34,379
TraesCS7B03G1224700,0,0,0,0,0,0,2,1,0,0,0,0
TraesCS7B03G1224900,8,7,15,12,7,1,35,62,9,17,16,40
TraesCS7B03G1225100,0,0,0,0,0,0,1,1,0,0,0,4
TraesCS7B03G1225200,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS7B03G1237700,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS7B03G1237900,0,0,0,0,0,0,1,0,0,0,0,0
TraesCS7B03G1239800,831,1207,1156,186,206,268,115,132,709,1011,1375,1582
TraesCS7B03G1241600,0,2,0,0,0,0,10,1,1,1,0,8
TraesCS7B03G1242100,52,111,125,116,74,128,0,1,37,137,71,92
TraesCS7B03G1242500,2,24,7,39,46,61,0,0,0,37,2,40
TraesCS7B03G1247900,0,0,0,0,0,0,7,7,0,0,1,22
TraesCS7B03G1273400,0,0,0,0,0,0,2,0,0,0,0,0
TraesCS7B03G1275100,48,71,414,335,161,41,33,114,103,437,1005,5735
TraesCS7B03G1283500,123,87,287,108,85,90,4,0,160,159,309,320
TraesCS7B03G1283800,0,0,1,0,0,0,3,0,0,0,1,3
TraesCS7B03G1284200,0,0,0,0,0,0,21,3,0,0,0,0
TraesCS7B03G1284300,0,0,0,0,1,0,24,7,0,0,0,4
TraesCS7B03G1285100,0,0,0,0,0,0,1,0,0,0,0,0
TraesCS7B03G1285300,0,0,0,0,0,0,5,1,0,0,0,0
TraesCS7B03G1286400,0,0,0,1,0,0,2,2,0,0,0,4
TraesCS7B03G1287000,1,0,0,0,0,0,17,14,0,0,1,52
TraesCS7B03G1287300,0,0,0,0,0,0,29,30,0,0,0,44
TraesCS7B03G1287400,369,287,471,146,241,292,419,1009,316,479,638,756
TraesCS7B03G1287800,0,0,20,0,2,0,19,8,4,2,221,2005
TraesCS7B03G1288000,0,0,23,0,2,0,37,10,2,4,202,1557
TraesCS7B03G1288800,4,1,8,0,12,9,383,566,1,8,2,92
TraesCS7B03G1299100,412,666,1051,469,346,551,408,601,641,968,910,1290
TraesCS7B03G1301700,0,0,0,0,0,0,2,6,0,0,0,0
TraesCS7B03G1303600,0,0,0,0,0,0,1,1,0,0,0,0
TraesCS7B03G1310800,0,0,0,3,0,0,0,0,0,0,4,4
TraesCS7B03G1311800,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS7B03G1312300,0,0,0,0,0,0,1,1,0,0,0,0
TraesCS7B03G1312400,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS7B03G1312900,7,12,35,9,7,3,0,3,10,13,8,24
TraesCS7B03G1313000,10,30,28,23,12,4,1,4,8,59,17,42
TraesCS7B03G1313300,1,0,3,5,2,0,6,6,3,1,7,41
TraesCS7B03G1313400,0,0,0,0,0,0,2,0,0,0,0,0
TraesCS7B03G1313500,2,0,0,0,0,0,9,12,0,15,1,21
TraesCS7B03G1313900,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS7B03G1314200,0,0,0,0,0,0,1,2,0,0,0,5
TraesCS7B03G1315100,5,1,10,4,0,0,4,9,7,2,4,1
TraesCS7B03G1315300,0,0,0,0,0,0,6,2,0,0,0,19
TraesCS7B03G1315600,0,0,0,0,0,0,0,2,0,0,0,0
TraesCS7B03G1317400,0,0,0,0,0,0,1,0,0,0,0,0
TraesCS7B03G1321200,0,0,0,0,0,0,6,1,0,0,0,0
TraesCS7B03G1325000,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS7B03G1325600,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS7B03G1326700,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS7B03G1327800,6,0,47,3,0,0,9,2,8,5,30,5
TraesCS7B03G1329400,0,0,0,0,0,0,2,0,0,0,0,0
TraesCS7B03G1336500,0,0,0,0,0,0,1,0,0,0,0,0
TraesCS7B03G1337000,0,0,0,0,0,0,0,0,0,0,0,4
TraesCS7B03G1337100,0,0,0,0,0,0,5,0,0,0,0,0
TraesCS7B03G1337200,0,0,0,0,0,0,5,1,0,0,0,2
TraesCS7B03G1337400,0,0,0,0,0,0,0,0,3,0,2,0
TraesCS7B03G1337800,0,0,0,0,1,0,1,0,0,0,2,2
TraesCS7B03G1338000,119,174,216,146,136,144,1,3,106,302,366,1192
TraesCS7B03G1338400,0,0,0,0,0,3,5,7,0,0,0,0
TraesCS7B03G1338600,682,179,830,55,33,10,7,8,391,458,2355,4807
TraesCS7B03G1339300,0,0,0,0,1,0,1,0,0,0,1,1
TraesCS7B03G1339800,0,0,0,0,0,0,11,2,0,0,0,0
TraesCS7B03G1340000,0,2,0,0,0,0,3,11,0,0,1,7
TraesCS7B03G1340100,0,0,0,0,0,0,0,3,0,0,2,1
TraesCS7B03G1340300,39,54,57,33,44,150,752,1738,18,63,38,437
TraesCS7D03G0002300,0,0,0,0,0,0,17,7,0,0,1,5
TraesCS7D03G0003900,17,7,10,10,18,19,40,48,5,18,19,50
TraesCS7D03G0005800,0,0,1,0,0,0,0,0,1,0,1,0
TraesCS7D03G0005900,0,0,0,0,0,0,1,0,0,0,0,0
TraesCS7D03G0010100,43,17,54,6,26,42,421,751,42,6,78,421
TraesCS7D03G0010300,25,2,49,4,5,0,406,402,32,32,120,350
TraesCS7D03G0010400,6,8,30,5,8,9,3,5,7,10,11,13
TraesCS7D03G0011300,113,201,291,792,311,226,2,0,60,435,196,806
TraesCS7D03G0011700,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS7D03G0011900,0,0,0,0,0,0,2,1,0,0,0,0
TraesCS7D03G0012000,0,0,0,0,0,0,1,0,0,0,0,0
TraesCS7D03G0013200,0,0,0,0,1,0,1,0,0,0,0,0
TraesCS7D03G0013800,47,27,61,42,108,129,3,1,10,43,21,84
TraesCS7D03G0013900,0,0,1,0,0,0,3,1,1,0,1,0
TraesCS7D03G0014200,0,0,1,0,0,0,4,0,1,0,1,0
TraesCS7D03G0015500,14,60,17,8,4,0,164,118,15,126,8,63
TraesCS7D03G0015700,2,11,0,1,15,58,8,2,6,4,1,23
TraesCS7D03G0016100,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS7D03G0016200,0,0,0,0,0,0,2,1,0,0,0,0
TraesCS7D03G0016500,6,1,21,0,7,9,155,314,9,2,6,285
TraesCS7D03G0016900,0,0,0,0,0,0,4,5,0,0,0,22
TraesCS7D03G0017600,10,43,8,7,1,2,15,47,14,25,24,138
TraesCS7D03G0017700,2,16,3,3,1,0,10,22,6,7,6,36
TraesCS7D03G0018100,3,0,0,0,1,0,20,49,0,0,0,34
TraesCS7D03G0018600,0,0,0,0,0,0,0,1,0,0,0,0
TraesCS7D03G0019300,290,474,585,276,333,458,621,912,281,501,388,975
TraesCS7D03G0024600,0,0,3,0,0,0,3,1,0,0,0,0
TraesCS7D03G0028100,10,24,7,4,3,5,12,18,10,53,10,55
TraesCS7D03G0028400,2,0,4,1,1,0,0,0,0,3,4,1
TraesCS7D03G0028700,0,0,0,0,0,0,3,5,0,0,0,0
TraesCS7D03G0028800,14,12,17,3,15,121,96,187,11,18,42,96
TraesCS7D03G0029200,0,0,1,0,0,0,0,1,0,0,0,0
TraesCS7D03G0029400,303,635,789,183,194,215,31,64,398,639,703,494
TraesCS7D03G0030000,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS7D03G0037500,0,0,2,0,0,1,2,1,0,0,3,4
TraesCS7D03G0037600,0,0,1,0,0,0,6,10,0,0,0,1
TraesCS7D03G0038000,0,0,0,0,0,0,2,0,0,0,0,0
TraesCS7D03G0038400,1,16,45,174,83,40,2,2,8,164,23,455
TraesCS7D03G0038900,15,21,50,24,16,31,1,0,25,74,29,77
TraesCS7D03G0039100,0,0,0,1,0,0,2,0,0,0,0,0
TraesCS7D03G0040100,120,243,135,95,65,83,572,1095,81,168,163,677
TraesCS7D03G0040500,270,855,207,348,407,319,1,0,148,572,217,434
TraesCS7D03G0040700,2,19,8,15,1,20,0,0,7,24,9,9
TraesCS7D03G0041000,1,0,16,5,2,13,1,0,5,14,9,0
TraesCS7D03G0041300,207,279,460,321,291,454,5,4,129,645,264,445
TraesCS7D03G0041600,2,0,3,0,0,0,1,0,0,0,5,0
TraesCS7D03G0047000,83,175,103,30,59,142,111,156,58,173,101,277
TraesCS7D03G0047100,146,477,186,133,174,213,107,209,127,644,214,586
TraesCS7D03G0049400,0,0,0,0,0,5,1,1,0,0,1,1
TraesCS7D03G0051000,4,0,0,0,0,0,0,0,0,0,1,3
TraesCS7D03G0051300,4,7,5,5,6,32,109,160,8,4,4,36
TraesCS7D03G0051500,0,0,4,2,0,0,4,24,4,4,3,17
TraesCS7D03G0051600,0,8,6,8,0,0,3,17,3,0,4,2
TraesCS7D03G0056700,124,86,189,68,49,115,218,282,118,98,186,261
TraesCS7D03G0057000,588,750,995,400,472,898,369,703,560,1095,783,1446
TraesCS7D03G0062300,61,49,99,18,27,113,218,319,61,88,100,154
TraesCS7D03G0070100,144,240,356,130,124,125,0,1,213,406,299,271
TraesCS7D03G0070200,0,2,3,0,0,1,0,0,0,0,1,0
TraesCS7D03G0079300,327,397,550,303,395,482,80,85,287,664,501,913
TraesCS7D03G0080400,3,2,1,1,0,0,1,3,1,4,1,0
TraesCS7D03G0080700,0,0,0,0,0,0,0,4,0,42,0,4
TraesCS7D03G0080800,0,0,0,0,0,0,2,0,0,19,2,5
TraesCS7D03G0081200,71,105,229,143,233,44,3,0,89,741,269,277
TraesCS7D03G0084900,0,0,0,0,0,0,1,0,0,0,0,0
TraesCS7D03G0089000,0,0,0,0,0,0,3,0,0,0,0,0
TraesCS7D03G0090600,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS7D03G0090700,1,2,1,0,0,1,12,9,1,1,4,10
TraesCS7D03G0090800,0,0,0,0,0,0,2,1,0,0,0,0
TraesCS7D03G0090900,50,88,69,48,55,110,125,150,40,132,56,192
TraesCS7D03G0091300,242,240,549,132,121,175,109,188,324,367,443,494
TraesCS7D03G0091600,7,15,9,2,9,21,1,4,10,21,6,42
TraesCS7D03G0091900,144,124,284,81,95,54,3,7,265,334,270,331
TraesCS7D03G0092800,0,4,0,0,0,0,4,0,0,3,0,5
TraesCS7D03G0093000,784,1333,2214,551,485,798,56,54,1051,1693,1405,1469
TraesCS7D03G0093100,161,266,465,116,64,161,1,3,276,340,381,211
TraesCS7D03G0093300,25,9,57,3,2,36,149,208,16,6,33,61
TraesCS7D03G0094100,1,0,9,0,0,0,50,48,3,0,0,0
TraesCS7D03G0122100,0,0,0,0,0,0,1,3,0,0,0,0
TraesCS7D03G0143800,167,218,495,178,140,293,42,46,254,171,433,336
TraesCS7D03G0144400,13,21,34,9,14,30,81,183,13,22,38,57
TraesCS7D03G0147700,2,1,10,5,1,0,1,2,10,2,15,39
TraesCS7D03G0148000,0,0,0,0,0,0,2,0,0,0,0,0
TraesCS7D03G0148300,8,32,12,7,0,0,5,9,4,11,5,44
TraesCS7D03G0148700,63,71,70,27,25,18,76,149,37,130,77,248
TraesCS7D03G0200200,88,78,144,67,85,120,43,100,45,138,102,207
TraesCS7D03G0218400,7,11,2,15,3,29,149,226,14,38,18,238
TraesCS7D03G0220900,52,41,257,33,13,88,0,1,114,64,231,81
TraesCS7D03G0221000,382,339,1078,229,129,316,12,9,562,296,1017,550
TraesCS7D03G0221700,116,96,280,107,53,136,6,2,83,75,188,155
TraesCS7D03G0227300,0,0,0,0,0,0,2,5,0,0,3,0
TraesCS7D03G0227700,37,53,23,6,17,24,251,442,17,70,23,99
TraesCS7D03G0240100,36,46,48,65,49,105,4,1,20,43,29,268
TraesCS7D03G0241300,44,53,67,69,52,16,369,516,30,47,48,381
TraesCS7D03G0241400,65,84,87,116,73,81,130,185,19,121,55,170
TraesCS7D03G0241500,82,118,125,218,100,72,240,321,70,151,89,314
TraesCS7D03G0261000,0,0,0,0,0,0,1,0,1,0,0,0
TraesCS7D03G0275700,5,21,23,7,8,0,17,40,15,19,17,25
TraesCS7D03G0276200,0,1,1,0,1,0,218,263,0,0,0,71
TraesCS7D03G0276600,0,0,0,0,1,0,23,43,1,0,0,0
TraesCS7D03G0276700,10,4,40,3,1,18,607,781,28,12,39,65
TraesCS7D03G0276800,2,0,0,0,0,0,0,0,0,0,1,0
TraesCS7D03G0277100,0,0,0,0,0,0,2,1,0,0,0,0
TraesCS7D03G0277400,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS7D03G0293800,0,0,0,0,0,0,1,1,0,0,0,0
TraesCS7D03G0294500,59,103,139,65,37,80,23,35,85,92,132,151
TraesCS7D03G0314000,0,0,0,0,0,0,1,0,0,0,0,0
TraesCS7D03G0449800,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS7D03G0507000,49,6,191,6,1,18,1,11,352,211,183,189
TraesCS7D03G0535400,0,0,1,0,0,0,54,176,0,0,0,74
TraesCS7D03G0603000,9,6,25,4,9,13,32,58,3,15,16,31
TraesCS7D03G0603200,4,5,4,2,2,0,10,33,5,10,3,22
TraesCS7D03G0810900,106,62,32,18,21,33,219,430,49,74,72,176
TraesCS7D03G0815900,169,71,105,0,2,6,8,8,131,16,132,104
TraesCS7D03G0857500,72,41,140,25,52,111,144,284,70,81,154,143
TraesCS7D03G0965100,84,145,50,21,52,107,134,182,51,52,54,167
TraesCS7D03G0973700,58,79,193,69,80,86,69,100,83,126,155,193
TraesCS7D03G0978500,0,0,0,0,0,0,4,4,1,0,1,0
TraesCS7D03G0983600,22,42,72,12,11,15,45,73,41,42,81,110
TraesCS7D03G1016300,1,0,3,0,0,0,27,42,0,1,4,6
TraesCS7D03G1016500,8,17,25,7,3,6,11,12,8,21,30,64
TraesCS7D03G1030000,169,157,359,25,80,138,16,15,201,141,260,303
TraesCS7D03G1073000,165,206,308,62,142,196,356,779,116,146,239,486
TraesCS7D03G1074000,303,436,370,259,450,442,177,252,271,870,450,782
TraesCS7D03G1074200,126,87,179,95,95,133,171,356,100,161,166,234
TraesCS7D03G1105800,30,68,24,18,42,43,27,48,22,49,19,63
TraesCS7D03G1127800,124,148,290,92,83,198,398,731,138,228,255,366
TraesCS7D03G1132900,0,0,0,0,0,0,1,0,0,0,0,0
TraesCS7D03G1137200,131,175,311,103,77,234,78,182,229,196,253,557
TraesCS7D03G1137300,0,0,0,0,0,0,0,1,0,0,0,0
TraesCS7D03G1150600,82,69,70,17,66,155,377,778,56,89,93,217
TraesCS7D03G1173600,0,2,5,0,0,0,3,8,3,0,2,4
TraesCS7D03G1182400,5,0,1,1,0,0,24,37,1,13,4,159
TraesCS7D03G1188500,1,3,4,6,3,6,3,2,1,7,3,11
TraesCS7D03G1211400,50,118,103,111,135,167,4,1,53,204,76,174
TraesCS7D03G1211500,386,867,633,259,417,708,13,14,407,899,546,735
TraesCS7D03G1218000,20,8,60,32,4,4,15,27,38,13,58,145
TraesCS7D03G1218100,12,15,43,21,6,5,7,18,20,7,39,119
TraesCS7D03G1229600,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS7D03G1232200,133,210,225,172,267,473,118,223,100,206,150,410
TraesCS7D03G1234300,35,39,50,25,41,47,434,600,30,88,79,288
TraesCS7D03G1234400,32,38,27,30,51,2,506,746,14,71,56,386
TraesCS7D03G1239000,54,72,116,69,81,112,414,541,67,128,90,374
